Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 10-01-2018,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
17-02-2016,11 - 12,"18,99","19,20","19,20","19,20","19,20","21,90","19,20","19,20","19,20","19,20","19,20","19,20","19,20","18,54","23,30","36,83","36,83",
17-02-2016,12 - 13,"18,83","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,51","26,12","36,95","36,95",
17-02-2016,13 - 14,"18,87","18,82","18,82","18,82","18,82","26,13","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,51","26,13","36,83","36,83",
17-02-2016,14 - 15,"18,77","18,69","18,69","18,69","18,69","26,12","18,69","18,69","18,69","18,69","18,69","18,69","18,69","18,51","26,12","37,19","37,19",
17-02-2016,15 - 16,"18,78","18,68","18,68","18,68","18,68","26,14","18,68","18,68","18,68","18,68","18,68","18,68","18,68","18,52","26,14","36,64","36,64",
17-02-2016,16 - 17,"18,92","18,75","18,75","18,75","18,75","34,79","18,75","18,75","18,75","18,75","18,75","18,75","18,75","18,52","34,79","34,79","34,79",
17-02-2016,17 - 18,"20,01","19,50","19,50","19,50","19,50","40,02","19,50","19,50","19,50","19,50","19,50","19,50","19,50","18,51","40,02","40,02","40,02",
17-02-2016,18 - 19,"20,38","19,76","19,76","19,76","19,76","41,08","19,76","19,76","19,76","19,76","19,76","19,76","19,76","18,51","41,08","41,08","41,08",
17-02-2016,19 - 20,"18,95","18,94","18,94","18,94","18,94","23,38","18,94","18,94","18,94","18,94","18,94","18,94","18,94","18,33","30,86","37,04","37,04",
17-02-2016,20 - 21,"18,47","18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","17,98","26,18","32,89","32,89","18,49"
17-02-2016,21 - 22,"18,20","18,22","18,22","18,22","18,22","18,22","18,22","18,22","18,22","18,22","18,22","18,22","18,22","18,11","23,30","27,49","27,49","18,22"
17-02-2016,22 - 23,"17,84","17,84","17,84","17,84","17,84","17,84","17,84","17,84","17,84","17,84","17,84","17,84","17,84","17,84","17,84","25,28","25,28","17,84"
17-02-2016,23 - 00,"17,44","17,45","17,45","17,45","17,45","17,45","17,45","17,45","17,45","17,45","17,45","17,45","17,45","17,45","17,45","22,07","22,07","17,45"
18-02-2016,00 - 01,"18,00","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,92","17,94","17,94","17,94","17,94"
18-02-2016,01 - 02,"18,11","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","17,88","18,09","18,09","18,09","18,09"
18-02-2016,02 - 03,"18,12","18,10","18,10","18,10","18,10","18,10","18,10","18,10","18,10","18,10","18,10","18,10","18,10","17,85","18,10","18,10","18,10","18,10"
18-02-2016,03 - 04,"18,37","18,37","18,37","18,37","18,37","18,37","18,37","18,37","18,37","18,37","18,37","18,37","18,37","17,86","18,37","18,37","18,37",
18-02-2016,04 - 05,"19,01","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","17,89","19,02","19,02","19,02",
18-02-2016,05 - 06,"19,66","19,61","19,61","19,61","19,61","22,07","19,61","19,61","19,61","19,61","19,61","19,61","19,61","17,96","22,07","22,07","22,07",
18-02-2016,06 - 07,"21,93","20,61","20,61","20,61","20,61","30,12","20,61","20,61","20,61","20,61","20,61","20,61","20,61","18,15","30,12","30,12","30,12",
18-02-2016,07 - 08,"34,69","34,67","34,67","34,67","34,67","34,67","34,67","34,67","34,67","34,67","34,67","34,67","34,67","19,14","34,67","34,67","34,67",
18-02-2016,08 - 09,"38,65","38,60","38,60","38,60","38,60","38,60","38,60","38,60","38,60","38,60","38,60","38,60","38,60","19,18","38,60","38,60","38,60",
18-02-2016,09 - 10,"34,68","33,23","33,23","33,23","34,49","34,68","33,23","34,49","33,23","33,23","33,23","33,23","33,23","19,22","34,68","34,68","34,68",
18-02-2016,10 - 11,"25,18","25,60","25,60","25,60","29,20","25,60","25,60","29,20","25,60","25,60","25,60","25,60","25,60","19,13","25,60","29,20","29,20",
18-02-2016,11 - 12,"25,03","24,34","24,34","24,34","25,36","24,34","24,34","25,36","24,34","24,34","24,34","24,34","24,34","19,05","24,34","25,36","25,36",
18-02-2016,12 - 13,"23,29","23,77","23,77","23,77","23,77","23,77","23,77","23,77","23,77","23,77","23,77","23,77","23,77","18,74","23,77","23,77","23,77",
18-02-2016,13 - 14,"24,30","23,82","23,82","23,82","24,53","30,10","23,82","24,53","23,82","23,82","23,82","23,82","23,82","18,89","30,10","30,10","30,10",
18-02-2016,14 - 15,"23,78","22,51","22,51","22,51","25,01","33,14","22,51","25,01","22,51","22,51","22,51","22,51","22,51","18,68","33,14","34,63","34,63",
18-02-2016,15 - 16,"24,30","21,87","21,87","21,87","28,34","34,63","21,87","28,34","21,87","21,87","21,87","21,87","21,87","18,72","34,63","34,63","34,63",
18-02-2016,16 - 17,"24,72","22,72","22,72","22,72","31,23","35,03","22,72","31,23","22,72","22,72","22,72","22,72","22,72","18,77","35,03","35,03","35,03",
18-02-2016,17 - 18,"31,20","25,72","25,72","25,72","37,81","37,81","25,72","37,81","25,72","25,72","25,72","25,72","25,72","18,81","37,81","37,81","37,81",
18-02-2016,18 - 19,"35,04","25,69","25,69","25,69","44,00","44,00","25,69","44,00","25,69","25,69","25,69","25,69","25,69","18,74","44,00","44,00","44,00",
18-02-2016,19 - 20,"23,84","22,74","22,74","22,74","34,68","23,42","22,74","34,68","22,74","22,74","22,74","22,74","22,74","18,45","30,76","34,68","34,68",
18-02-2016,20 - 21,"20,32","20,26","20,26","20,26","31,47","20,26","20,26","31,47","20,26","20,26","20,26","20,26","20,26","18,49","26,08","31,47","31,47","20,26"
18-02-2016,21 - 22,"19,79","19,82","19,82","19,82","23,17","19,82","19,82","23,17","19,82","19,82","19,82","19,82","19,82","18,19","23,17","23,17","23,17","19,82"
18-02-2016,22 - 23,"19,13","19,11","19,11","19,11","19,11","19,11","19,11","19,11","19,11","19,11","19,11","19,11","19,11","18,01","19,11","19,11","19,11","19,11"
18-02-2016,23 - 00,"18,19","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","17,92","18,16","18,16","18,16","18,16"
19-02-2016,00 - 01,"18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","18,49","17,89","18,49","18,51","18,51","18,49"
19-02-2016,01 - 02,"18,15","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","17,85","18,16","18,16","18,16","18,16"
19-02-2016,02 - 03,"18,12","18,13","18,13","18,13","18,13","18,13","18,13","18,13","18,13","18,13","18,13","18,13","18,13","17,83","18,13","18,13","18,13","18,13"
19-02-2016,03 - 04,"18,53","18,56","18,56","18,56","18,56","18,56","18,56","18,56","18,56","18,56","18,56","18,56","18,56","17,83","18,56","18,56","18,56",
19-02-2016,04 - 05,"19,00","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","17,85","19,07","19,07","19,07",
19-02-2016,05 - 06,"19,35","18,99","18,99","18,99","18,99","29,86","18,99","18,99","18,99","18,99","18,99","18,99","18,99","17,89","29,86","29,86","29,86",
19-02-2016,06 - 07,"20,72","20,33","20,33","20,33","20,33","34,51","20,33","20,33","20,33","20,33","20,33","20,33","20,33","17,94","34,51","34,51","34,51",
19-02-2016,07 - 08,"29,88","24,38","24,38","24,38","30,79","34,58","24,38","30,79","24,38","24,38","24,38","24,38","24,38","18,75","34,58","34,58","34,58",
19-02-2016,08 - 09,"34,58","35,68","35,68","35,68","37,56","37,56","35,68","37,56","35,68","35,68","35,68","35,68","35,68","18,99","37,56","37,56","37,56",
19-02-2016,09 - 10,"30,71","25,70","25,70","25,70","34,11","34,58","25,70","34,11","25,70","25,70","25,70","25,70","25,70","19,07","34,58","34,58","34,58",
19-02-2016,10 - 11,"24,36","24,26","24,26","24,26","33,04","25,68","24,26","33,04","24,26","24,26","24,26","24,26","24,26","19,05","33,04","33,04","33,04",
19-02-2016,11 - 12,"22,98","21,43","21,43","21,43","33,00","26,49","21,43","33,00","21,43","21,43","21,43","21,43","21,43","19,01","33,00","33,00","33,00",
19-02-2016,12 - 13,"21,46","20,88","20,88","20,88","30,76","25,00","20,88","30,76","20,88","20,88","20,88","20,88","20,88","18,61","30,76","30,76","30,76",
19-02-2016,13 - 14,"20,89","20,42","20,42","20,42","25,07","33,04","20,42","25,07","20,42","20,42","20,42","20,42","20,42","18,37","33,04","33,04","33,04",
19-02-2016,14 - 15,"20,43","20,21","20,21","20,21","23,94","33,04","20,21","23,94","20,21","20,21","20,21","20,21","20,21","18,26","33,04","33,04","33,04",
19-02-2016,15 - 16,"20,06","19,90","19,90","19,90","19,90","30,46","19,90","19,90","19,90","19,90","19,90","19,90","19,90","18,03","30,46","30,46","30,46",
19-02-2016,16 - 17,"20,11","19,82","19,82","19,82","19,82","34,52","19,82","19,82","19,82","19,82","19,82","19,82","19,82","18,09","34,52","34,52","34,52",
19-02-2016,17 - 18,"20,83","20,20","20,20","20,20","29,32","34,60","20,20","29,32","20,20","20,20","20,20","20,20","20,20","18,11","34,60","34,60","34,60",
19-02-2016,18 - 19,"21,22","20,30","20,30","20,30","34,10","38,01","20,30","34,10","20,30","20,30","20,30","20,30","20,30","18,05","38,01","38,01","38,01",
19-02-2016,19 - 20,"19,98","19,91","19,91","19,91","23,88","27,48","19,91","23,88","19,91","19,91","19,91","19,91","19,91","18,00","27,48","27,48","27,48",
19-02-2016,20 - 21,"18,98","19,04","19,04","19,04","19,04","19,21","19,04","19,04","19,04","19,04","19,04","19,04","19,04","17,98","19,21","19,21","19,21","19,21"
19-02-2016,21 - 22,"18,46","18,25","18,25","18,25","18,25","24,19","18,25","18,25","18,25","18,25","18,25","18,25","18,25","17,96","24,19","24,19","24,19","24,19"
19-02-2016,22 - 23,"17,77","17,68","17,68","17,68","17,68","21,05","17,68","17,68","17,68","17,68","17,68","17,68","17,68","17,68","21,05","21,05","21,05","21,05"
19-02-2016,23 - 00,"17,07","17,05","17,05","17,05","17,05","17,05","17,05","17,05","17,05","17,05","17,05","17,36","17,36","17,05","19,56","19,56","19,56","17,05"
20-02-2016,00 - 01,"17,62","17,71","17,71","17,71","17,71","17,71","4,04","17,71","17,71","17,71","17,71","17,71","17,71","17,71","19,03","19,03","19,03","17,71"
20-02-2016,01 - 02,"16,82","16,82","16,82","16,82","16,82","16,82","16,82","16,82","16,82","16,82","16,82","17,15","17,15","17,15","18,10","18,10","18,10","16,82"
20-02-2016,02 - 03,"15,76","15,50","15,50","15,50","15,50","15,50","11,54","11,54","15,50","15,50","15,50","16,85","16,85","16,85","18,08","18,08","18,08","15,50"
20-02-2016,03 - 04,"15,72","15,53","15,53","15,53","15,53","15,53","9,69","9,69","15,53","15,53","15,53","16,76","16,76","16,76","18,07","18,07","18,07",
20-02-2016,04 - 05,"16,14","15,72","15,72","15,72","15,72","19,38","9,52","9,52","15,72","15,72","15,72","16,76","16,76","16,76","19,38","19,38","19,38",
20-02-2016,05 - 06,"16,56","15,97","15,97","15,97","15,97","21,07","5,01","5,01","15,97","15,97","15,97","16,93","16,93","16,93","21,07","21,07","21,07",
20-02-2016,06 - 07,"16,57","16,35","16,35","16,35","16,35","19,68","5,06","5,06","16,35","16,35","16,35","17,66","17,66","17,53","19,68","19,68","19,68",
20-02-2016,07 - 08,"15,59","15,07","15,07","15,07","15,07","15,07","9,09","9,09","15,07","15,07","15,07","17,69","17,69","17,50","15,07","15,07","15,07",
20-02-2016,08 - 09,"16,15","15,47","15,47","15,47","15,47","23,49","8,69","8,69","15,47","15,47","15,47","17,95","17,95","17,52","23,49","23,49","23,49",
20-02-2016,09 - 10,"16,79","16,05","16,05","16,05","16,05","26,36","13,43","13,43","16,05","16,05","16,05","18,49","18,49","17,56","26,36","26,36","26,36",
20-02-2016,10 - 11,"17,02","16,36","16,36","16,36","16,36","25,39","16,36","16,36","16,36","16,36","16,36","18,76","18,76","17,59","25,39","25,39","25,39",
20-02-2016,11 - 12,"17,51","17,00","17,00","17,00","17,00","25,99","17,00","17,00","17,00","17,00","17,00","18,60","18,60","17,58","25,99","25,99","25,99",
20-02-2016,12 - 13,"17,08","16,96","16,96","16,96","16,96","21,18","16,96","16,96","16,96","16,96","16,96","18,48","18,48","17,56","21,18","21,18","21,18",
20-02-2016,13 - 14,"16,27","15,94","15,94","15,94","15,94","18,37","15,94","15,94","15,94","15,94","15,94","18,29","18,29","17,55","18,37","18,37","18,37",
20-02-2016,14 - 15,"16,18","15,77","15,77","15,77","15,77","19,62","15,77","15,77","15,77","15,77","15,77","18,30","18,30","17,55","19,62","19,62","19,62",
20-02-2016,15 - 16,"16,45","16,05","16,05","16,05","16,05","20,23","16,05","16,05","16,05","16,05","16,05","18,41","18,41","17,57","20,23","20,23","20,23",
20-02-2016,16 - 17,"17,41","16,75","16,75","16,75","16,75","26,39","16,15","16,75","16,75","16,75","16,75","18,27","18,27","17,60","26,39","26,39","26,39",
20-02-2016,17 - 18,"18,94","18,38","18,38","18,38","18,38","34,60","18,99","18,38","18,38","18,38","18,38","18,64","18,64","18,38","34,60","34,60","34,60",
20-02-2016,18 - 19,"19,05","18,56","18,56","18,56","18,56","30,66","18,56","18,56","18,56","18,56","18,56","18,76","18,76","18,56","30,66","30,66","30,66",
20-02-2016,19 - 20,"18,29","18,25","18,25","18,25","18,25","19,85","18,25","18,25","18,25","18,25","18,25","18,67","18,67","18,25","19,85","19,85","19,85",
20-02-2016,20 - 21,"17,47","17,11","17,11","17,11","17,11","17,11","18,96","17,11","17,11","17,11","17,11","18,56","18,56","17,59","17,11","17,11","17,11",
20-02-2016,21 - 22,"16,24","15,76","15,76","15,76","15,76","17,31","13,92","15,76","15,76","15,76","15,76","17,97","17,97","17,56","17,31","17,31","17,31",
20-02-2016,22 - 23,"15,69","15,10","15,10","15,10","15,10","15,10","11,79","11,79","15,10","15,10","15,10","17,81","17,81","17,55","15,10","15,10","15,10",
20-02-2016,23 - 00,"15,10","14,33","14,33","14,33","14,33","14,33","8,03","8,03","14,80","14,80","14,80","17,63","17,63","17,51","14,33","14,33","14,33",
21-02-2016,00 - 01,"15,60","15,38","15,38","15,38","15,38","15,38","9,37","9,37","15,38","15,38","15,38","17,60","17,60","17,01","15,38","15,38","15,38",
21-02-2016,01 - 02,"14,93","14,93","14,93","14,93","14,93","14,93","6,52","6,52","14,93","14,93","14,93","17,50","17,50","16,93","14,93","14,93","14,93",
21-02-2016,02 - 03,"14,92","14,76","14,76","14,76","14,76","14,76","5,09","5,09","14,76","14,76","14,76","17,28","17,28","16,81","14,76","14,76","14,76",
21-02-2016,03 - 04,"14,93","14,91","14,91","14,91","14,91","14,91","3,14","3,14","14,91","14,91","14,91","17,16","17,16","16,78","14,91","14,91","14,91",
21-02-2016,04 - 05,"14,94","14,86","14,86","14,86","14,86","14,86","0,46","0,46","14,86","14,86","14,86","17,17","17,17","16,78","14,86","14,86","14,86",
21-02-2016,05 - 06,"14,93","14,94","14,94","14,94","14,94","14,94","0,13","0,13","14,94","14,94","14,94","17,61","17,61","16,79","14,94","14,94","14,94","14,94"
21-02-2016,06 - 07,"15,00","15,34","15,34","15,34","15,34","15,34","-0,05","-0,05","15,34","15,34","15,34","18,15","18,15","16,85","15,34","15,34","15,34","15,34"
21-02-2016,07 - 08,"15,73","15,61","15,61","15,61","15,61","15,61","0,13","8,00","15,61","15,61","15,61","18,76","18,76","16,88","15,61","15,61","15,61","15,61"
21-02-2016,08 - 09,"16,06","15,91","15,91","15,91","15,91","15,91","5,62","15,91","15,91","15,91","15,91","18,75","18,75","16,89","15,91","15,91","15,91","15,91"
21-02-2016,09 - 10,"16,74","16,64","16,64","16,64","16,64","16,64","10,81","16,64","16,64","16,64","16,64","18,72","18,72","16,98","16,64","16,64","16,64","16,64"
21-02-2016,10 - 11,"16,96","16,82","16,82","16,82","16,82","16,82","13,07","16,82","16,82","16,82","16,82","18,74","18,74","17,44","16,82","16,82","16,82","16,82"
21-02-2016,11 - 12,"16,89","16,66","16,66","16,66","16,66","16,66","14,94","16,66","16,66","16,66","16,66","18,43","18,43","17,51","16,66","16,66","16,66","16,66"
21-02-2016,12 - 13,"16,77","16,53","16,53","16,53","16,53","16,53","14,95","16,53","16,53","16,53","16,53","18,18","18,18","17,51","16,53","16,53","16,53","16,53"
21-02-2016,13 - 14,"16,12","15,96","15,96","15,96","15,96","15,96","10,60","15,96","15,96","15,96","15,96","18,09","18,09","17,51","15,96","15,96","15,96","15,96"
21-02-2016,14 - 15,"15,97","15,77","15,77","15,77","15,77","15,77","7,71","15,77","15,77","15,77","15,77","18,17","18,17","17,51","15,77","15,77","15,77","15,77"
21-02-2016,15 - 16,"15,95","15,67","15,67","15,67","15,67","15,67","4,95","15,67","15,67","15,67","15,67","18,23","18,23","17,53","15,67","15,67","15,67","15,67"
21-02-2016,16 - 17,"16,21","15,85","15,85","15,85","15,85","15,85","7,69","15,85","15,85","15,85","15,85","18,60","18,60","17,56","15,85","15,85","15,85","15,85"
21-02-2016,17 - 18,"17,53","17,31","17,31","17,31","17,31","17,58","17,31","17,31","17,31","17,31","17,31","18,83","18,83","17,58","29,54","29,54","29,54","17,58"
21-02-2016,18 - 19,"18,56","18,61","18,61","18,61","18,61","18,61","18,61","18,61","18,61","18,61","18,61","18,94","18,94","18,61","28,85","28,85","28,85","18,61"
21-02-2016,19 - 20,"18,18","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,87","18,87","18,20","28,19","28,19","28,19","18,20"
21-02-2016,20 - 21,"17,55","17,46","17,46","17,46","17,46","17,46","15,55","17,46","17,46","17,46","17,46","18,80","18,80","17,58","27,96","27,96","27,96","17,46"
21-02-2016,21 - 22,"16,96","16,82","16,82","16,82","16,82","16,85","16,50","16,82","16,82","16,82","16,82","18,29","18,29","17,56","27,77","27,77","27,77","16,85"
21-02-2016,22 - 23,"16,36","16,05","16,05","16,05","16,05","16,05","13,94","16,05","16,05","16,05","16,05","17,83","17,83","17,57","16,05","16,05","16,05","16,05"
21-02-2016,23 - 00,"15,60","15,33","15,33","15,33","15,33","15,33","9,31","15,33","15,33","15,33","15,33","17,62","17,62","17,51","15,33","15,33","15,33","15,33"
22-02-2016,00 - 01,"16,27","16,46","16,46","16,46","16,46","16,46","0,10","0,10","16,46","16,46","16,46","17,68","17,68","16,96","16,46","16,46","16,46","16,46"
22-02-2016,01 - 02,"15,54","15,69","15,69","15,69","15,69","15,69","0,02","0,02","15,69","15,69","15,69","17,26","17,26","16,85","15,69","15,69","15,69","15,69"
22-02-2016,02 - 03,"15,23","15,55","15,55","15,55","15,55","15,55","-0,92","-0,92","15,55","15,55","15,55","17,17","17,17","16,80","15,55","15,55","15,55","15,55"
22-02-2016,03 - 04,"15,52","15,73","15,73","15,73","15,73","15,73","-0,06","-0,06","15,73","15,73","15,73","17,25","17,25","16,82","15,73","15,73","15,73","15,73"
22-02-2016,04 - 05,"16,01","16,30","16,30","16,30","16,30","16,30","0,04","0,04","16,30","16,30","16,30","17,69","17,69","16,89","16,30","16,30","16,30","16,30"
22-02-2016,05 - 06,"17,34","17,44","17,44","17,44","17,44","17,44","7,63","17,44","17,44","16,74","17,44","18,06","18,06","17,44","17,44","17,44","17,44","17,44"
22-02-2016,06 - 07,"18,27","18,05","18,05","18,05","18,05","24,47","18,05","18,05","18,05","18,05","18,05","18,39","18,39","18,05","26,37","26,37","26,37","24,47"
22-02-2016,07 - 08,"20,17","20,16","20,16","20,16","20,16","22,50","20,16","20,16","20,16","20,16","20,16","20,16","20,16","19,89","27,66","27,66","27,66","22,50"
22-02-2016,08 - 09,"20,40","20,53","20,53","20,53","20,53","20,53","20,53","20,53","20,53","20,53","20,53","20,53","20,53","19,60","30,01","30,01","30,01","20,53"
22-02-2016,09 - 10,"20,30","20,40","20,40","20,40","20,40","20,40","20,40","20,40","20,40","20,40","20,40","20,40","20,40","19,59","29,94","29,94","29,94","20,40"
22-02-2016,10 - 11,"20,09","20,17","20,17","20,17","20,17","20,17","20,17","20,17","20,17","20,17","20,17","20,17","20,17","19,56","28,88","28,88","28,88","20,17"
22-02-2016,11 - 12,"19,85","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,47","30,47","30,47","30,47","19,91"
22-02-2016,12 - 13,"19,57","19,58","19,58","19,58","19,58","19,58","19,58","19,58","19,58","19,58","19,58","19,58","19,58","19,54","31,15","31,15","31,15","19,58"
22-02-2016,13 - 14,"19,26","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","30,94","30,94","30,94","19,28"
22-02-2016,14 - 15,"19,05","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","30,41","30,41","30,41","19,07"
22-02-2016,15 - 16,"19,23","19,23","19,23","19,23","19,23","19,23","19,23","19,23","19,23","19,23","19,23","19,23","19,23","19,23","28,41","28,41","28,41","19,23"
22-02-2016,16 - 17,"19,62","19,57","19,57","19,57","19,57","22,70","19,57","19,57","19,57","19,57","19,57","19,57","19,57","19,57","29,79","29,79","29,79","22,70"
22-02-2016,17 - 18,"20,30","20,27","20,27","20,27","20,27","25,49","20,27","20,27","20,27","20,27","20,27","20,27","20,27","19,75","34,43","34,43","34,43","25,49"
22-02-2016,18 - 19,"20,46","20,42","20,42","20,42","20,42","29,29","20,42","20,42","20,42","20,42","20,42","20,42","20,42","19,74","34,44","34,44","34,44","29,29"
22-02-2016,19 - 20,"20,19","20,11","20,11","20,11","20,11","24,90","20,11","20,11","20,11","20,11","20,11","20,11","20,11","19,75","32,03","32,03","32,03","24,90"
22-02-2016,20 - 21,"19,35","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","28,07","28,07","28,07","19,34"
22-02-2016,21 - 22,"18,75","18,75","18,75","18,75","18,75","18,75","18,75","18,75","18,75","18,75","18,75","18,75","18,75","18,75","26,31","26,31","26,31","18,75"
22-02-2016,22 - 23,"18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20","18,20"
22-02-2016,23 - 00,"17,70","17,68","17,68","17,68","17,68","17,68","17,68","17,68","17,68","17,68","17,68","17,82","17,82","17,68","17,68","17,68","17,68","17,68"
23-02-2016,00 - 01,"18,08","18,09","18,09","18,09","18,09","18,09","17,81","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09"
23-02-2016,01 - 02,"17,33","17,35","17,35","17,35","17,35","17,35","14,28","17,35","17,35","17,35","17,35","17,35","17,35","17,35","17,35","17,35","17,35","17,35"
23-02-2016,02 - 03,"17,20","17,23","17,23","17,23","17,23","17,23","17,23","17,23","17,23","17,23","17,23","17,23","17,23","17,23","17,23","17,23","17,23","17,23"
23-02-2016,03 - 04,"17,44","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47"
23-02-2016,04 - 05,"17,81","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83"
23-02-2016,05 - 06,"19,08","19,09","19,09","19,09","19,09","19,39","19,09","19,09","19,09","19,09","19,09","19,09","19,09","18,99","19,39","19,39","19,39","19,39"
23-02-2016,06 - 07,"19,97","19,90","19,90","19,90","19,90","23,42","19,90","19,90","19,90","19,90","19,90","19,90","19,90","19,80","23,42","23,42","23,42","23,42"
23-02-2016,07 - 08,"20,97","21,06","21,06","21,06","21,06","22,87","21,06","21,06","21,06","21,06","21,06","21,06","21,06","20,14","28,05","28,05","28,05","22,87"
23-02-2016,08 - 09,"21,63","21,82","21,82","21,82","21,82","23,43","21,82","21,82","21,82","21,82","21,82","21,82","21,82","20,31","30,02","30,02","30,02","23,43"
23-02-2016,09 - 10,"21,07","21,21","21,21","21,21","21,21","23,42","21,21","21,21","21,21","21,21","21,21","21,21","21,21","20,30","29,98","29,98","29,98","23,42"
23-02-2016,10 - 11,"20,87","20,93","20,93","20,93","20,93","21,18","20,93","20,93","20,93","20,93","20,93","20,93","20,93","20,26","28,10","28,10","28,10","21,18"
23-02-2016,11 - 12,"20,71","20,74","20,74","20,74","20,74","20,95","20,74","20,74","20,74","20,74","20,74","20,74","20,74","20,31","28,05","28,05","28,05","20,95"
23-02-2016,12 - 13,"20,65","20,70","20,70","20,70","20,70","20,70","20,70","20,70","20,70","20,70","20,70","20,70","20,70","20,27","28,07","28,07","28,07","20,70"
23-02-2016,13 - 14,"20,58","20,63","20,63","20,63","20,63","20,63","20,63","20,63","20,63","20,63","20,63","20,63","20,63","20,23","28,06","28,06","28,06","20,63"
23-02-2016,14 - 15,"20,40","20,43","20,43","20,43","20,43","20,43","20,43","20,43","20,43","20,43","20,43","20,43","20,43","20,23","28,05","28,05","28,05","20,43"
23-02-2016,15 - 16,"20,25","20,24","20,24","20,24","20,24","20,92","20,24","20,24","20,24","20,24","20,24","20,24","20,24","20,22","28,03","28,03","28,03","20,92"
23-02-2016,16 - 17,"20,40","20,37","20,37","20,37","20,37","22,51","20,37","20,37","20,37","20,37","20,37","20,37","20,37","20,16","28,04","28,04","28,04","22,51"
23-02-2016,17 - 18,"20,96","20,96","20,96","20,96","20,96","23,49","20,96","20,96","20,96","20,96","20,96","20,96","20,96","20,13","30,09","30,09","30,09","23,49"
23-02-2016,18 - 19,"21,43","21,34","21,34","21,34","21,34","26,92","21,34","21,34","21,34","21,34","21,34","21,34","21,34","20,08","30,06","30,06","30,06","26,92"
23-02-2016,19 - 20,"20,76","20,79","20,79","20,79","20,79","22,99","20,79","20,79","20,79","20,79","20,79","20,79","20,79","20,05","29,98","29,98","29,98","22,99"
23-02-2016,20 - 21,"20,19","20,23","20,23","20,23","20,23","20,23","20,23","20,23","20,23","20,23","20,23","20,23","20,23","19,76","28,04","28,04","28,04","20,23"
23-02-2016,21 - 22,"19,49","19,50","19,50","19,50","19,50","19,50","19,50","19,50","19,50","19,50","19,50","19,50","19,50","19,50","19,50","19,50","19,50","19,50"
23-02-2016,22 - 23,"18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90"
23-02-2016,23 - 00,"17,89","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90","17,90"
24-02-2016,00 - 01,"18,03","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04"
24-02-2016,01 - 02,"17,05","17,06","17,06","17,06","17,06","17,06","17,06","17,06","17,06","17,06","17,06","17,06","17,06","17,06","17,06","17,06","17,06","17,06"
24-02-2016,02 - 03,"16,97","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99"
24-02-2016,03 - 04,"17,08","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09",
24-02-2016,04 - 05,"17,88","17,86","17,86","17,86","17,86","18,02","17,86","17,86","17,86","17,86","17,86","17,86","17,86","17,86","18,02","18,02","18,02",
