TIMESTAMP,U10,V10,U100,V100
20180309 14:00,2.55219,-0.792921,2.56462,-0.905678
20180309 15:00,2.2374,0.0843754,2.22958,0.134859
20180309 16:00,2.43831,1.52154,2.98545,1.95113
20180309 17:00,1.76066,1.56104,2.83999,2.04428
20180309 18:00,1.24679,1.55503,2.55095,1.27798
20180309 19:00,0.768071,1.86366,2.13999,1.59648
20180309 20:00,-0.445975,2.04262,0.45471,1.85825
20180309 21:00,-1.69863,2.06658,-1.37583,2.81706
20180309 22:00,-1.92885,2.4836,-2.01612,4.15639
20180309 23:00,-2.15588,2.70795,-2.56143,5.01452
20180310 00:00,-2.45507,3.22387,-3.18105,5.75759
20180310 01:00,-2.89217,3.61554,-3.48312,5.16731
20180310 02:00,-3.4373,3.44348,-4.21737,4.6672
20180310 03:00,-4.08723,2.84978,-5.06828,3.75214
20180310 04:00,-4.84706,1.85717,-6.0334,2.52076
20180310 05:00,-5.16394,1.6978,-6.72966,2.42459
20180310 06:00,-5.7188,1.52356,-7.76359,2.43111
20180310 07:00,-6.22661,1.3249,-8.86964,2.417
20180310 08:00,-6.5834,1.79938,-9.86154,3.29861
20180310 09:00,-7.60837,2.81301,-10.15,3.98692
20180310 10:00,-7.35684,1.61958,-10.8154,3.08959
20180310 11:00,-7.57817,1.35494,-10.9172,2.59633
20180310 12:00,-7.43627,1.21512,-10.8806,2.54833
20180310 13:00,-7.07059,0.51957,-11.6032,1.83489
20180310 14:00,-7.66628,0.55012,-11.5231,1.6742
20180310 15:00,-7.88921,0.693338,-12.4471,2.05646
20180310 16:00,-7.24341,0.711788,-11.2182,1.81562
20180310 17:00,-7.78286,1.38985,-11.8498,2.82252
20180310 18:00,-7.83912,1.67403,-12.258,3.30684
20180310 19:00,-7.8284,2.02336,-12.2069,3.7457
20180310 20:00,-7.62462,2.12565,-11.815,3.79082
20180310 21:00,-7.29241,2.1035,-11.2529,3.869
20180310 22:00,-6.82738,1.93391,-10.6749,3.79367
20180310 23:00,-6.55719,2.09524,-10.0938,3.99761
20180311 00:00,-6.09749,2.3907,-9.10831,4.38034
20180311 01:00,-5.57391,2.52778,-8.01488,4.9538
20180311 02:00,-5.60954,2.58912,-7.99322,4.91453
20180311 03:00,-5.38907,2.36774,-7.43607,4.97954
20180311 04:00,-5.78467,2.2817,-8.06653,5.00656
20180311 05:00,-5.43226,2.6971,-8.04852,5.26793
20180311 06:00,-5.45305,2.79205,-7.99626,5.51515
20180311 07:00,-5.40419,3.2556,-7.90695,6.13262
20180311 08:00,-5.27127,3.50744,-7.39269,6.76184
20180311 09:00,-4.95144,3.57611,-6.8426,6.78402
20180311 10:00,-4.18476,4.18846,-5.65701,7.51475
20180311 11:00,-3.54603,4.11523,-4.8468,6.99572
20180311 12:00,-3.51649,3.63087,-5.07349,6.10507
20180311 13:00,-3.24144,3.49467,-4.90752,5.14653
20180311 14:00,-2.68614,3.11867,-4.20968,4.49732
20180311 15:00,-3.6254,1.86744,-5.63977,3.26723
20180311 16:00,-5.136,1.02909,-7.63827,2.80331
20180311 17:00,-6.13195,0.268453,-9.41421,2.11669
20180311 18:00,-6.98418,1.92833,-10.6942,4.46266
20180311 19:00,-5.93575,5.27997,-8.47211,9.49837
20180311 20:00,-2.60583,6.84477,-3.4814,11.315
20180311 21:00,-0.856081,7.55333,0.399972,12.0107
20180311 22:00,0.440288,7.45524,2.01094,11.7438
20180311 23:00,1.92834,7.42625,3.83104,11.2351
20180312 00:00,2.6659,6.77503,5.00832,10.0105
20180312 01:00,2.55584,6.67781,5.49478,9.74381
20180312 02:00,3.06191,5.44326,5.97592,7.82644
20180312 03:00,2.93876,4.09856,5.63092,5.62685
20180312 04:00,1.09536,3.75158,3.22466,4.98485
20180312 05:00,0.48237,3.1703,2.4732,4.03348
20180312 06:00,0.129918,2.45531,2.05963,2.90362
20180312 07:00,-0.748446,2.76312,0.643329,3.21047
20180312 08:00,-0.868122,2.8059,-0.214404,3.56825
20180312 09:00,-0.0194092,1.98725,0.3543,2.49819
20180312 10:00,0.330373,1.91968,0.443376,2.49312
20180312 11:00,0.244917,0.704074,0.100413,1.63578
20180312 12:00,0.86537,1.17094,0.493301,2.31645
20180312 13:00,0.832439,0.0866833,0.448297,1.08815
20180312 14:00,-0.325865,-1.1321,-1.17602,-0.0403404
20180312 15:00,-0.444561,-1.06193,-1.89118,0.123702
20180312 16:00,1.15941,-1.07742,-0.257237,0.174628
20180312 17:00,1.42895,-1.68709,0.549788,-0.457674
20180312 18:00,0.937486,-2.27631,0.734748,-1.86429
20180312 19:00,0.395267,-2.75218,-0.0399122,-3.05394
20180312 20:00,0.125734,-2.82268,-0.781228,-3.51437
20180312 21:00,0.716656,-2.80165,-0.448146,-3.74491
20180312 22:00,0.704959,-3.38303,-0.324409,-4.42127
20180312 23:00,1.13031,-3.96257,0.316348,-5.39741
20180313 00:00,0.697855,-4.12179,-0.315698,-5.65648
20180313 01:00,-0.609074,-5.28881,-1.58844,-7.34641
20180313 02:00,-0.108358,-5.68436,-0.657332,-7.85951
20180313 03:00,-0.0940744,-5.69683,-0.514235,-7.93683
20180313 04:00,-0.076314,-5.82153,-0.389364,-8.10014
20180313 05:00,0.000111531,-5.57437,-0.327642,-7.69888
20180313 06:00,0.534953,-5.69403,0.397361,-7.87507
20180313 07:00,0.888625,-5.82519,0.899601,-8.08604
20180313 08:00,1.1238,-6.01515,1.16168,-8.14678
20180313 09:00,1.66727,-5.82552,1.65438,-7.89218
20180313 10:00,2.58971,-5.53139,2.66541,-7.59232
20180313 11:00,3.11243,-5.3347,3.30519,-7.43036
20180313 12:00,3.468,-4.92905,3.78225,-6.98971
20180313 13:00,3.71362,-4.67116,4.24506,-6.7113
20180313 14:00,3.51731,-4.62242,4.109,-6.66067
20180313 15:00,3.07364,-4.49605,3.5804,-6.47973
20180313 16:00,2.61977,-4.17762,3.10848,-6.12116
20180313 17:00,2.01064,-3.97078,2.46044,-5.94602
20180313 18:00,1.62999,-4.0359,1.98208,-6.06336
20180313 19:00,1.55063,-3.8569,1.91958,-5.94119
20180313 20:00,1.50567,-3.61359,1.87942,-5.65666
20180313 21:00,1.12983,-3.63234,1.35535,-5.5936
20180313 22:00,0.667557,-3.64151,0.73177,-5.70466
20180313 23:00,0.512602,-3.46202,0.530382,-5.43013
20180314 00:00,0.595663,-3.20542,0.467905,-5.10793
20180314 01:00,-0.0825368,-2.81064,-0.198587,-4.48934
20180314 02:00,-0.374598,-2.40992,-0.651783,-4.02244
20180314 03:00,-0.423105,-2.15867,-0.52598,-3.59868
20180314 04:00,-0.652483,-1.68703,-0.699755,-3.0198
20180314 05:00,-1.05848,-1.162,-1.13435,-2.64332
20180314 06:00,-1.00494,-0.624229,-1.21142,-2.15587
20180314 07:00,-0.624968,-0.0249949,-1.16803,-1.5332
20180314 08:00,-0.756176,0.0857782,-1.67208,-1.24538
20180314 09:00,-0.613491,-0.00253487,-1.60707,-0.691134
20180314 10:00,-0.130781,-0.296206,-1.2204,-0.592169
20180314 11:00,1.0212,-0.322178,-0.115803,-0.426547
20180314 12:00,2.38919,-0.143336,1.70378,-0.214729
20180314 13:00,2.9086,0.0376863,2.72964,-0.142717
20180314 14:00,2.60528,-0.228312,2.39434,-0.560198
20180314 15:00,2.50081,-0.722214,2.30106,-1.06165
20180314 16:00,1.33235,-1.00479,1.20114,-1.16983
20180314 17:00,-0.763733,-1.03573,-1.46448,-0.872785
20180314 18:00,-3.5817,0.215814,-6.11665,1.20989
20180314 19:00,-5.88758,1.6804,-8.5881,2.62331
20180314 20:00,-4.52816,1.43621,-7.2803,2.49014
20180314 21:00,-4.86083,1.47573,-7.37335,2.97744
20180314 22:00,-4.9527,1.78241,-7.29382,3.75465
20180314 23:00,-5.0365,1.28489,-7.27605,3.38222
20180315 00:00,-5.7537,0.84912,-8.35787,2.69117
20180315 01:00,-6.52054,1.17768,-9.54809,2.87309
20180315 02:00,-7.11331,1.28194,-10.6263,2.83982
20180315 03:00,-7.23298,1.223,-11.1059,2.82353
20180315 04:00,-7.39833,2.17167,-10.7463,3.7401
20180315 05:00,-7.69709,2.56356,-10.5926,3.95698
20180315 06:00,-7.82112,2.43741,-10.6483,3.66591
20180315 07:00,-8.01177,1.69244,-10.8271,2.70489
20180315 08:00,-8.87084,1.71231,-11.712,2.61729
20180315 09:00,-9.6048,3.21097,-12.5776,4.45747
20180315 10:00,-9.77768,4.00715,-12.9705,5.445
20180315 11:00,-9.50085,3.61856,-12.6386,4.89916
20180315 12:00,-10.3613,2.81516,-13.6565,3.79786
20180315 13:00,-10.8929,2.24052,-14.4542,3.05576
20180315 14:00,-10.8597,1.79122,-14.5234,2.47627
20180315 15:00,-10.9439,1.39459,-14.8478,2.0508
20180315 16:00,-11.2198,0.91477,-15.2874,1.44781
20180315 17:00,-10.559,1.01635,-14.746,1.68969
20180315 18:00,-10.494,1.39201,-14.6033,2.15933
20180315 19:00,-10.3896,1.57261,-14.3946,2.39102
20180315 20:00,-10.7085,1.53487,-14.6535,2.36011
20180315 21:00,-11.1276,1.1728,-15.0874,1.75817
20180315 22:00,-11.0325,0.950428,-14.9369,1.59673
20180315 23:00,-10.8254,0.65695,-14.7293,1.23178
20180316 00:00,-11.0311,0.564693,-15.025,0.98587
20180316 01:00,-11.4255,0.302462,-15.6182,0.718445
20180316 02:00,-11.1423,-0.0205427,-15.2326,0.368396
20180316 03:00,-11.1655,-0.316144,-15.2175,-0.0308511
20180316 04:00,-11.4027,-0.430727,-15.5254,-0.261131
20180316 05:00,-11.2128,-0.595989,-15.2586,-0.471122
20180316 06:00,-11.2605,-1.17832,-15.3839,-1.20517
20180316 07:00,-10.8021,-1.69537,-14.5824,-1.91676
20180316 08:00,-11.4644,-1.56086,-15.243,-1.77175
20180316 09:00,-11.7242,-0.36252,-15.4754,-0.188577
20180316 10:00,-11.619,0.187247,-15.191,0.407351
20180316 11:00,-11.4242,0.221274,-14.8549,0.408563
20180316 12:00,-11.3819,-0.482625,-14.8159,-0.350768
20180316 13:00,-11.4892,-0.733942,-15.0223,-0.713293
20180316 14:00,-11.4904,-0.672552,-15.1031,-0.657339
20180316 15:00,-11.7912,-0.595678,-15.5239,-0.565133
20180316 16:00,-11.6923,-0.722446,-15.4789,-0.772984
20180316 17:00,-11.0275,-0.799815,-14.7842,-0.907069
20180316 18:00,-10.6077,-0.778973,-14.0852,-0.816552
20180316 19:00,-9.8378,-0.802852,-13.0185,-0.868289
20180316 20:00,-9.21407,-0.982029,-12.1416,-1.09159
20180316 21:00,-8.6717,-1.07629,-11.3956,-1.18705
20180316 22:00,-8.64062,-1.60191,-11.2696,-1.85116
20180316 23:00,-9.31339,-2.82063,-12.1522,-3.35246
20180317 00:00,-9.34467,-3.26546,-12.4178,-3.95392
20180317 01:00,-9.25014,-3.38188,-12.3327,-4.10891
20180317 02:00,-9.27296,-3.45555,-12.3524,-4.20507
20180317 03:00,-8.99036,-3.694,-11.9679,-4.52792
20180317 04:00,-8.83194,-3.91775,-11.7908,-4.79951
20180317 05:00,-8.66686,-4.47648,-11.5942,-5.52427
20180317 06:00,-8.89176,-4.61047,-11.8861,-5.75391
20180317 07:00,-9.20665,-4.65186,-12.1462,-5.84309
20180317 08:00,-12.1066,-3.52307,-15.6391,-4.37307
20180317 09:00,-11.708,-3.20251,-15.3956,-3.96145
20180317 10:00,-13.3329,-2.44916,-17.4976,-3.05563
20180317 11:00,-12.4897,-2.84158,-16.5509,-3.54544
20180317 12:00,-12.9993,-2.18701,-17.0103,-2.74522
20180317 13:00,-12.5628,-2.03419,-16.516,-2.52202
20180317 14:00,-11.6789,-1.72818,-15.4127,-2.16242
20180317 15:00,-12.2079,-2.57024,-16.1197,-3.19534
20180317 16:00,-11.6108,-2.38466,-15.4451,-2.918
20180317 17:00,-10.4229,-1.54339,-13.9358,-1.82396
20180317 18:00,-9.32653,-1.75863,-12.4236,-2.06482
20180317 19:00,-8.23482,-1.88524,-11.0573,-2.11966
20180317 20:00,-8.04876,-0.953881,-10.8388,-0.931078
20180317 21:00,-8.56343,-0.535915,-11.5621,-0.461999
20180317 22:00,-9.08319,-0.768574,-12.2533,-0.794117
20180317 23:00,-8.7762,-1.73052,-11.8249,-1.95839
20180318 00:00,-8.20819,-2.33801,-11.1194,-2.69203
20180318 01:00,-9.148,-2.38388,-12.3946,-2.87972
20180318 02:00,-8.49651,-2.2444,-11.4472,-2.589
20180318 03:00,-8.33834,-2.61684,-11.2597,-3.0694
20180318 04:00,-8.32117,-2.70027,-11.2876,-3.20208
20180318 05:00,-8.29374,-2.77796,-11.2753,-3.22458
20180318 06:00,-8.1654,-2.85901,-11.0658,-3.32965
20180318 07:00,-7.7527,-2.47824,-10.4,-2.85198
20180318 08:00,-8.36761,-2.00996,-10.7423,-2.22601
20180318 09:00,-9.99793,0.107952,-12.83,0.309054
20180318 10:00,-8.89272,0.395978,-11.3527,0.651649
20180318 11:00,-8.41985,-0.0431538,-10.678,0.0538921
20180318 12:00,-8.38902,-0.340865,-10.6781,-0.415096
20180318 13:00,-8.41897,-0.780307,-10.7204,-1.00448
20180318 14:00,-7.97541,-1.49456,-10.2395,-1.85981
20180318 15:00,-7.44715,-2.06545,-9.71869,-2.47093
20180318 16:00,-6.80098,-2.28839,-9.0655,-2.75219
20180318 17:00,-5.51473,-2.38822,-8.29599,-2.97241
20180318 18:00,-5.41095,-2.82654,-8.43864,-3.73762
20180318 19:00,-5.26926,-2.04442,-8.31804,-2.74873
20180318 20:00,-4.81997,-1.70452,-7.61939,-2.09082
20180318 21:00,-4.522,-1.3555,-7.2468,-1.37053
20180318 22:00,-3.99774,-1.02682,-6.5315,-0.681191
20180318 23:00,-3.30147,-0.674681,-5.43021,0.0696252
20180319 00:00,-2.64392,-1.07819,-4.28428,-0.154292
20180319 01:00,-2.56576,-1.49224,-3.89461,-0.613313
20180319 02:00,-2.20906,-1.43902,-3.21367,-0.544184
20180319 03:00,-1.95207,-1.27924,-2.5966,-0.515138
20180319 04:00,-1.78815,-1.16604,-2.03818,-0.534725
20180319 05:00,-1.5772,-0.973312,-1.44318,-0.55779
20180319 06:00,-0.968643,-0.0189953,-0.413332,0.196961
20180319 07:00,-0.0208483,0.639683,0.580405,0.729695
20180319 08:00,1.61005,1.14289,1.86044,1.18111
20180319 09:00,3.03022,1.30205,3.35076,1.3509
20180319 10:00,4.2709,1.30687,4.79228,1.38575
20180319 11:00,5.24798,1.24032,6.05894,1.16663
20180319 12:00,6.04132,0.993167,7.29037,0.818607
20180319 13:00,6.67519,0.809604,8.9849,0.180537
20180319 14:00,7.46879,-0.336893,10.1384,-1.54794
20180319 15:00,7.30186,-2.78927,9.98766,-4.64732
20180319 16:00,7.9889,-3.57643,10.9556,-5.75565
20180319 17:00,8.14078,-4.20726,11.2556,-6.79166
20180319 18:00,8.12686,-4.94152,11.188,-7.76153
20180319 19:00,7.37692,-7.14706,10.0251,-10.6187
20180319 20:00,6.48962,-8.67958,8.70009,-12.5092
20180319 21:00,5.63765,-9.20855,7.43277,-13.0076
20180319 22:00,3.76376,-8.90534,4.59488,-12.8449
20180319 23:00,-0.975629,-8.4311,-2.25811,-11.8248
20180320 00:00,-0.908821,-6.92726,-1.75721,-10.1213
20180320 01:00,-2.75316,-7.53956,-4.53847,-10.6673
20180320 02:00,-1.61585,-7.45015,-2.77389,-10.8439
20180320 03:00,-1.50206,-7.51636,-2.58675,-10.9739
